case_id,activity_id,timestamp
o1,order_creation_date,2017-08-11 10:33:37
o2,order_creation_date,2017-08-13 16:18:15
c1,invoice_creation_date,2017-08-15 09:13:27
c1,invoice_creation_date,2017-08-17 17:38:36
c1,invoice_creation_date,2017-08-23 14:23:19
c1,shipment_creation_date,2017-08-14 11:36:35
c1,shipment_creation_date,2017-08-16 14:15:31
c1,shipment_creation_date,2017-08-19 13:22:04
i1,payment_creation_date,2017-08-21 16:26:13
i2,payment_creation_date,2017-08-21 16:26:13
i3,payment_creation_date,2017-08-26 14:53:49
