case_id,activity_id,timestamp
o1,order,2017-08-11 10:33:37
o2,order,2017-08-13 16:18:15
o1,order_line,2017-08-11 10:33:37
o1,order_line,2017-08-11 10:33:37
o2,order_line,2017-08-13 16:18:15
o2,order_line,2017-08-13 16:18:15
s1,shipment,2017-08-14 11:36:35
s2,shipment,2017-08-16 14:15:31
s3,shipment,2017-08-19 13:22:04
s1,shipment_line,2017-08-14 11:36:35
s2,shipment_line,2017-08-16 14:15:31
s2,shipment_line,2017-08-16 14:15:31
s3,shipment_line,2017-08-19 13:22:04
s3,shipment_line,2017-08-19 13:22:04
