case_id,activity_id,timestamp
1945807,Werkmap message,2016-01-09 16:00:53.000
1945807,WN WW,2015-07-21 10:48:46.000
1945807,WN WW,2016-01-12 12:11:15.000
1945807,WN WW,2016-01-13 13:49:29.000
1945807,behandelingsduur,2016-01-12 00:00:00.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 15:47:07.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 15:47:55.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 15:48:02.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 15:48:06.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 15:48:19.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 15:48:25.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 16:00:41.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 16:01:31.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 16:01:43.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-09 16:02:44.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-01-13 13:52:07.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-02-25 08:02:57.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-02-25 08:03:14.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-02-25 08:03:35.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-02-25 08:09:09.000
1945807,BPI2016_Questions_QuestionTimestampEnd,2016-02-25 08:09:41.000
2090828,UWV Algemeen,2015-07-20 14:57:48.000
2090828,UWV Algemeen,2015-07-20 15:19:59.000
2090828,UWV Algemeen,2015-10-14 12:33:04.000
2090828,WN WW,2015-09-28 15:48:07.000
2090828,WN WW,2015-10-05 10:33:03.000
2090828,WN WW,2015-10-05 10:42:49.000
2090828,WN WW,2015-10-08 11:38:21.000
2090828,WN WW,2015-10-08 13:16:11.000
2090828,WN WW,2015-10-12 09:27:10.000
2090828,WN WW,2015-10-12 12:28:41.000
2090828,WN WW,2015-10-13 13:17:57.000
2090828,WN WW,2015-10-14 12:30:30.000
2090828,WN WW,2015-10-14 12:41:57.000
2090828,WN WW,2015-10-20 11:01:50.000
2090828,WN WW,2015-10-20 11:13:17.000
2090828,WN WW,2015-10-22 15:33:22.000
2090828,WN WW,2015-10-22 15:39:47.000
2090828,WN WW,2016-01-06 12:51:34.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-01 16:01:08.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-01 16:01:19.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-01 16:01:38.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-15 09:51:27.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-15 09:52:22.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-15 09:52:26.000
2090828,BPI2016_Questions_QuestionTimestampEnd,2015-12-15 09:52:36.000
