case_id,activity_id,timestamp
733565,Can I get an advance on the first month of my unemployment benefits?,2015-12-09 10:55:00.000
733565,Werkmap message,2015-12-09 20:51:12.000
733565,Can I get an advance on the first month of my unemployment benefits?,2015-12-11 11:22:04.000
733565,What is the status of my application WW?,2015-12-23 14:17:04.000
733565,(Revision) Decision not/too late taken,2016-01-12 00:00:00.000
733565,When is/are transferred my unemployment benefits?,2016-01-22 11:04:52.000
733565,UWVraag: Can I get information about ...?,2016-01-26 14:52:41.000
1945807,Can you send me a copy of the decision?,2015-07-21 10:48:46.000
1945807,Werkmap message,2016-01-09 16:00:53.000
1945807,(Revision) Decision not/too late taken,2016-01-12 00:00:00.000
1945807,Can you send me a copy of the decision?,2016-01-12 12:11:15.000
1945807,What is the status of my application WW?,2016-01-13 13:49:29.000
2090828,specific question,2015-07-20 14:57:48.000
2090828,specific question,2015-07-20 15:19:59.000
2090828,Conditions: Am I insured for unemployment?,2015-09-28 15:48:07.000
2090828,Application/Registration WW,2015-10-05 10:33:03.000
2090828,specific question,2015-10-05 10:42:49.000
2090828,I have duties before I become unemployed?,2015-10-08 11:38:21.000
2090828,How can I apply for unemployment benefit?,2015-10-08 13:16:11.000
2090828,If the UWV decides about my unemployment claim?,2015-10-12 09:27:10.000
2090828,To which address should I send the documents?,2015-10-12 12:28:41.000
2090828,Can I get an advance on my unemployment benefits?,2015-10-13 13:17:57.000
2090828,Can I get an advance on my unemployment benefits?,2015-10-14 12:30:30.000
2090828,specific question,2015-10-14 12:33:04.000
2090828,Can I get an advance on the first month of my unemployment benefits?,2015-10-14 12:41:57.000
2090828,specific question,2015-10-20 11:01:50.000
2090828,Problem: I have not received Income Statement. What now?,2015-10-20 11:13:17.000
2090828,What is the status of my application WW?,2015-10-22 15:33:22.000
2090828,General: When should I send the form Revenue Problem?,2015-10-22 15:39:47.000
2090828,Problem: I have not received Income Statement. What now?,2016-01-06 12:51:34.000
