case_id,activity_id,timestamp
o1,Invoice Created,2017-08-15 09:13:27
o2,Invoice Created,2017-08-17 17:38:36
o3,Invoice Created,2017-08-19 23:03:45
o4,Invoice Created,2017-08-21 14:25:04
order_id,Order Created,2017-08-11 10:33:37
order_id,Order Created,2017-08-13 16:18:15
order_id,Order Created,2017-08-15 22:02:53
order_id,Order Created,2017-08-17 02:18:12
o1,Shipment Created,2017-08-24 11:36:35
o4,Shipment Created,2017-08-30 09:45:31
i1,Payment Created,2017-08-21 16:26:13
i3,Payment Created,2017-08-23 18:42:09
i4,Payment Created,2017-08-25 20:52:10
c1,Click Recorded,2017-08-11 10:33:37
c1,Click Recorded,2017-08-13 16:18:15
c2,Click Recorded,2017-08-15 22:02:53
c2,Click Recorded,2017-08-17 16:18:15
c1,Configuration Changed,2017-08-11 10:33:37
c2,Configuration Changed,2017-08-13 16:18:15
c3,Configuration Changed,2017-08-15 22:02:53
c4,Configuration Changed,2017-08-17 16:18:15
