case_id,activity_id,timestamp
16969436,T100,2019-12-31 13:08:53.8270000
16969436,T100,2019-12-31 13:09:59.3870000
16981611,T100,2019-12-06 11:16:06.3300000
16981611,T100,2019-12-07 06:32:07.0970000
16982614,T100,2019-12-07 07:03:19.6370000
16982614,T100,2019-12-11 06:41:47.3730000
16982614,T100,2019-12-11 06:42:18.4300000
16983477,T100,2019-12-19 03:42:10.7800000
16983477,T100,2019-12-19 03:52:05.1000000
16969436,T200,2019-12-30 17:01:00.0000000
16981611,T200,2019-12-05 08:50:00.0000000
16982614,T200,2019-12-06 10:32:00.0000000
16982614,T200,2019-12-10 10:44:00.0000000
16983477,T200,2019-12-09 10:24:00.0000000
16983477,T200,2019-12-18 14:49:00.0000000
16983477,T200,2019-12-24 13:57:00.0000000
16969436,T300,2019-12-30
16981611,T300,2019-12-05
16982614,T300,2019-12-03
16983477,T300,2019-12-18
16983477,T400,2019-11-28 00:00:01.2400000
16969436,T500_501,2020-01-01
16981611,T500_501,2019-12-31
16982614,T500_501,2019-12-02
16983477,T500_501,2019-12-05
16969436,T500_502,2019-12-27
16981611,T500_502,2019-12-02
16982614,T500_502,2019-12-02
16983477,T500_502,2019-11-21
16969436,T500_503,2019-12-30
16981611,T500_503,2019-12-05
16982614,T500_503,2019-12-09
16983477,T500_503,2019-12-18
16969436,T500_504,2020-02-04
16981611,T500_504,2020-01-03
16982614,T500_504,2020-01-02
16983477,T500_504,2020-01-06
16969436,T500_505,2020-01-01
16981611,T500_505,2019-12-31
16982614,T500_505,2019-12-02
16983477,T500_505,2019-12-05
16969436,T500_506,
16981611,T500_506,
16982614,T500_506,
16983477,T500_506,2020-03-05
16969436,T500_507,
16981611,T500_507,
16982614,T500_507,
16983477,T500_507,2020-04-06
